IP Address,Duration (in seconds),age,gender_men,participant_race_WHITE,participant_race_NONBLACK,participant_race_BLACK ,participant_EDU,What political party do you most identify with? - Selected Choice,political_ideology_continuous,"In terms of social and cultural issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology","In terms of economic issues, how liberal or conservative are you on a scale from 1-7 (from extremely liberal to extremely conservative)? - Political Ideology",generalSJ,racialSJ,educationsystem_effectiveness,courtsystem_effectiveness,economicsystem_effectiveness,prisonsystem_effectiveness,healthcaresystem_effectiveness,educationsystem_fairness,courtsystem_fairness,economicsystem_fairness,prisonsystem_fairness,healthcaresystem_fairness,courtprisonsystem_effectiveness_attitudes,courtprisonsystem_fairness_attitudes,courtsystem_attitudes,prisonsystem_attitudes,courtprisonsystem_attitdues,allsystem_attitudes,voting_importance,juryduty_importance,condition_categorical,Condition_Blackdefendant,appropriate_penalty,appropriate_penalty,verdict_PRE,confidence_guilty_PRE,confidence_notguilty_PRE,confidence_verdict_PRE,penalty_continuous_PRE_NA,penalty_continuous_PRE_0s,"If you had to sentence the individual being charged in this case, what would your verdict be?",verdict_POST,confidence_notguilty_POST,confidence_verdict_POST,confidenceinverdict_POST,penalty_continuous_POST,peNAlty_continuous_POST_NA,pe0lty_continuous_POST_0s,What socioeconomic class do you estimate the defendant in this case falls into?,impression_defendant_SES,What income bracket do you estimate the defendant in this case falls into?,impression_defendant_income,What is the highest level of education that you estimate the defendant in this case has?,impression_defendant_EDU,impression_defendant_trustworthiness,impression_defendant_intelligence,impression_defendant_dangerous,impression_defendant_reckless,impression_defendant_dominant,impression_defendant_competent,impression_defendant_hotheaded,impression_defendant_impulsive,Did the defendant in this case have an accent?,Which of the following best describes the accent the defendant had?,Please make your best guess as to which part of the United States the defendant in this case is from.,Because of today's PC (politically correct) standards I try to not appear racially prejudiced toward Black people.,I try to hide any racially prejudiced thoughts in order to avoid negative reactions from others.,I attempt to not appear racially prejudiced in order to avoid disapproval from others.,IMS,I attempt to not act in racially prejudiced ways because it is personally important to me.,I am personally motivated by my beliefs to not be racially prejudiced,"Because of my personal values, I believe that using racial stereotypes is wrong.",EMS ,"Because this study involved deception, as explained above, you have the right to withdraw consent to use the data we collected from you. If you give your consent, we will be able to use your data. If you do not give your consent, we will not be allowed to use your data and will have to destroy it. So please SELECT ONE:",Do you feel that you have been adequately debriefed about the nature of this study?,PROLIFIC_PID,con
35.148.63.168,458,22,0,1,1,0,3,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,4.25,4.625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,4,black_written,1,2 years,2,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,4,3,3,4,4,3,4,West,,,4,6,4,4.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664ce5c7969975237f0e8ffa,1
102.90.64.252,2037,66,1,0,0,1,6,Democrat,3,3,3,4.75,4.25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,black_written,1,6 years,6,1,5,,5,6,6,Guilty,1,5,,5,6 years,6,6,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,2,3,6,5,,2,5,2,South,,,4,4,5,4.333333333,5,5,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",663b3cd9b4bc0cf85ca49e2b,1
192.46.190.42,669,27,0,0,0,1,6,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,black_written,1,2 years,2,1,5,,5,2,2,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,Bachelor's degree,3,7,7,1,1,7,7,,4,Midwest,,,2,2,2,2,2,7,2,3.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664da01e2163161e4c294ee5,1
108.214.68.213,1114,35,1,1,1,0,3,Republican,6,6,5,5.5,5.5,2,3,3,2,2,2,3,3,3,2,2.5,3,3,2.5,2.75,2.5,7,7,black_written,1,5 years,5,0,,6,6,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,5,2,2,3,5,5,4,South,,,7,7,7,7,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e1b4727d01e50faa662918,1
98.58.190.99,1386,38,1,1,1,0,4,Independent,3,3,4,4.125,4.25,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,1.9,5,5,black_written,1,1 year,1,1,5,,5,3,3,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,3,5,5,5,4,5,6,South,,,5,4,3,4,5,4,5,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5f8b066742a6381ddae03d75,1
71.222.34.71,2049,67,0,0,0,1,2,Democrat,6,6,6,2.75,2.875,3,1,3,1,3,2,1,2,1,3,1,1,1,1,1,2,4,1,black_written,1,1 year,1,0,,2,2,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,5,1,4,5,5,2,4,West,,,7,1,2,3.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66d7cc6e50f8b51aa0f691b3,1
68.53.65.178,1103,38,0,1,1,0,6,Independent,4,7 Extremely Conservative/Right-Leaning,4,4.5,5.25,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3.1,4,4,black_written,1,5 years,5,1,4,,4,3,3,Guilty,1,2,,2,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,4,4,4,4,4,4,4,4,Northeast,,,4,5,4,4.333333333,4,6,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5bca2688526bab000199550a,1
174.240.214.184,1082,49,1,1,1,0,3,Democrat,3,3,4,4.25,3,2,3,2,2,2,3,3,2,2,2,2.5,2.5,3,2,2.5,2.3,7,7,black_written,1,3 years,3,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,5,5,3,6,5,5,5,4,Northeast,,,6,4,6,5.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6656525d91de4ff22fe48813,1
172.56.76.109,1008,35,0,1,1,0,5,Republican,5,5,5,2.75,3,2,3,2,2,3,2,2,2,2,1,2.5,2,2.5,2,2.25,2.1,7,7,black_written,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,5,3,4,4,2,Northeast,,,6,2,5,4.333333333,6,5,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66c3d098ba154cc6b959cd6d,1
98.208.236.107,907,52,0,1,1,0,2,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,3.125,5,1,3,1,3,2,1,2,1,2,1,3,2,2.5,2.5,2.5,1.7,7,7,black_written,1,5 years,5,0,,4,4,5,5,Not Guilty,0,,4,4,5 years,5,5,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,6,1,1,1,6,2,2,South,,,4,3,4,3.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5c110067753adc00015913e3,1
73.17.145.1,989,42,0,0,0,1,4,Democrat,6,6,5,2.625,3.125,1,1,2,1,2,1,2,2,1,2,1,1.5,1.5,1,1.25,1.5,7,3,black_written,1,5 years,5,0,,5,5,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,3,4,3,2,3,6,2,3,Midwest,,,6,5,2,4.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65df49430fd428f4b34ab229,1
107.220.161.250,655,46,1,0,1,0,4,Independent,2,2,2,1.875,2,2,2,1,1,1,1,1,1,1,1,1.5,1,1.5,1,1.25,1.2,6,2,black_written,1,5 years,5,0,,5,5,NA,0,Guilty,1,4,,4,2 years,2,2,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,4,5,3,5,7,5,5,7,South,,,4,2,1,2.333333333,6,2,6,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66675c887a593976a91c4b68,1
76.34.109.135,1122,44,1,0,0,1,3,Democrat,4,4,4,3.625,4,1,1,3,1,2,3,1,3,1,2,1,1,1,1,1,1.8,6,5,black_written,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,3,3,3,3,3,4,3,Midwest,,,1,1,1,1,4,7,7,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6631326877f343bf84e1f151,1
73.243.67.178,704,47,0,1,1,0,5,Independent,2,2,3,3.875,2.875,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2.4,7,7,black_written,1,1 year,1,0,,4,4,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,2,2,1,2,3,4,4,5,West,,,4,4,6,4.666666667,7,7,6,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",630663a1dc842dde6b18b557,1
131.226.18.59,831,41,0,1,1,0,2,Republican,3,3,4,3.25,2.625,2,2,2,2,2,3,2,2,3,3,2,2.5,2,2.5,2.25,2.3,7,7,black_written,1,10 years,10,0,,4,4,2,2,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,2,2,3,6,2,3,West,,,2,2,2,2,4,6,6,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e2606a0d471c63802982dd,1
73.108.2.207,847,43,0,1,1,0,6,Independent,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,2,2.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,black_written,1,1 year,1,0,,1,1,NA,0,Not Guilty,0,,2,2,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,2,2,2,2,2,2,2,3,South,,,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66295ac7bffec30f4911eead,1
107.136.113.132,728,38,0,1,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,1.25,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,black_written,1,4 years,4,0,,6,6,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,6,5,1,1,4,5,1,1,South,,,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6531958a74d39ace86a60bd9,1
71.67.24.234,1118,43,0,1,1,0,6,Independent,4,4,4,4.125,4.5,1,2,2,2,1,2,2,5,3,1,2,2.5,2,2.5,2.25,2.1,1,1,black_written,1,3 years,3,0,,4,4,NA,0,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,3,4,4,4,2,4,5,Midwest,,,2,2,2,2,7,6,6,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6317511c1dd0acb82cf4b131,1
75.15.183.51,808,46,0,1,1,0,2,Republican,6,5,6,4.375,5.375,2,3,3,2,3,3,3,3,3,3,2.5,3,3,2.5,2.75,2.8,7,7,black_written,1,4 years,4,0,,1,1,NA,0,Not Guilty,0,,1,1,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,6,2,4,4,6,5,6,Northeast,,,3,3,2,2.666666667,5,6,5,5.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",60fece35afedb0bdd821592a,1
12.249.32.178,736,56,0,0,0,1,4,Independent,4,4,4,4.5,4,2,3,2,1,2,2,2,1,1,4,2,1.5,2.5,1,1.75,2,3,1,black_written,1,1 year,1,0,,5,5,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Lower class,1,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,5,2,3,3,3,3,5,5,West,,,1,3,1,1.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",656fd3e8d4c6c32963d23e97,1
37.49.150.155,1204,36,0,0,0,1,6,Republican,6,6,6,3.375,4.5,2,2,3,3,3,4,2,3,3,4,2.5,2.5,2,3,2.5,2.9,7,7,black_written,1,5 years,5,0,,5,5,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,5,6,4,2,5,6,4,5,West,,,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66bf07381e009d1ae52946ee,1
208.92.107.168,586,38,0,1,1,0,5,Democrat,2,2,2,3.125,3.125,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2.1,6,6,black_written,1,2 years,2,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,6,2,2,2,3,2,3,South,,,4,3,3,3.333333333,5,5,5,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5e28556d0a328c022e11f058,1
99.122.196.193,1115,24,0,0,0,1,4,Democrat,2,1 Extremely Liberal/Left-Leaning,3,3.625,2.875,3,2,4,3,4,4,3,2,3,1,2.5,3,2.5,3,2.75,2.9,7,7,black_written,1,3 years,3,1,5,,5,5,5,Guilty,1,6,,6,5 years,5,5,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,3,4,2,5,4,4,5,6,Northeast,,,7,7,7,7,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",64417871875bc046c888c152,1
50.110.5.18,725,32,1,1,1,0,2,Independent,4,4,4,4.125,5.875,4,4,4,4,4,2,2,2,2,2,4,2,3,3,3,3,7,7,black_written,1,more than 10 years,11,1,7,,7,10,10,Guilty,1,7,,7,10 years,10,10,Lower middle class,2,"$0-$30,000",1,Less than a high school diploma,1,1,1,7,7,1,1,7,7,Northeast,,,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",65f737f0d181f6f9f400cc51,1
208.196.109.233,820,26,0,1,1,0,5,Democrat,6,5,6,5.25,5.375,5,4,3,5,4,4,5,5,4,3,4.5,4.5,4.5,4.5,4.5,4.2,6,7,black_written,1,3 years,3,0,,,,3,3,Guilty,1,6,,6,2 years,2,2,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,6,5,7,6,6,7,5,5,South,,,6,6,7,6.333333333,7,5,5,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",668c2384c2285a0b0ce0afed,1
24.254.139.215,495,46,0,1,1,0,3,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,3.25,3.125,3,3,3,2,2,3,3,2,2,3,2.5,2.5,3,2,2.5,2.6,7,6,black_written,1,4 years,4,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,4,5,3,3,5,5,4,4,Northeast,,,3,4,4,3.666666667,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",59bad69c3a9ab6000111941f,1
102.90.45.52,1770,65,1,0,0,1,6,Democrat,2,2,2,4.375,5,3,3,4,4,4,3,3,3,4,4,3.5,3.5,3,4,3.5,3.5,5,5,black_written,1,more than 10 years,11,1,6,,6,10,10,Guilty,1,6,,6,10 years,10,10,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,2,3,2,2,2,3,3,Midwest,,,5,5,6,5.333333333,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66505e0bf7acbee42334ff34,1
47.135.116.184,481,35,1,1,1,0,2,Republican,6,6,6,4.625,4.75,5,5,4,4,5,5,5,4,5,4,4.5,5,5,4.5,4.75,4.6,7,7,black_written,1,5 years,5,0,,2,2,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,4,4,6,7,6,6,South,,,6,6,6,6,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66c8ddb9c5135affeb71a5f6,1
68.208.122.33,1291,52,0,0,0,1,4,Democrat,3,3,3,2.5,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1.9,1,4,black_written,1,1 year,1,0,,3,3,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,7,4,4,7,7,4,4,Northeast,,,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66d769acc8af2457ec8c6148,1
173.47.142.225,508,24,0,1,1,0,3,Independent,4,3,5,2.875,3.25,2,2,1,1,3,3,2,1,1,4,1.5,1.5,2,1,1.5,2,7,7,black_written,1,less than 1 year,0,1,4,,4,2,2,Guilty,1,6,,6,2 years,2,2,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,5,6,6,7,6,6,South,,,1,4,1,2,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664536dd1dbaefe3f2dd634a,1
172.59.120.244,594,33,1,0,1,0,2,Independent,3,3,3,3.875,3.25,1,2,2,1,1,1,1,2,1,1,1.5,1,1.5,1,1.25,1.3,6,3,black_written,1,2 years,2,0,,6,6,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,6,6,2,3,4,6,4,4,South,,,6,6,6,6,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",664639e1574497310021aca5,1
75.73.132.9,525,50,1,1,1,0,6,Democrat,3,1 Extremely Liberal/Left-Leaning,5,2.375,2.875,2,2,2,1,2,2,2,1,1,2,1.5,1.5,2,1,1.5,1.7,7,7,black_written,1,4 years,4,0,,3,3,NA,0,Not Guilty,0,,3,3,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,4,4,4,4,6,4,Northeast,,,3,3,3,3,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e5088b07a0dbc1ee06dfb4,1
73.69.209.226,731,52,0,1,1,0,5,Independent,3,3,3,3.875,4.375,3,2,2,3,2,3,2,2,3,2,2.5,2.5,2,3,2.5,2.4,6,6,black_written,1,2 years,2,0,,3,3,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,"High school graduate or equivalent (e.g., GED)",2,4,5,3,5,4,4,5,5,Midwest,,,4,3,4,3.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66e479a8e7c3ab6b8622a49b,1
98.34.71.139,561,28,0,0,0,1,5,Independent,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,1.625,2.25,2,2,3,2,2,3,1,1,1,1,2,1,1.5,1.5,1.5,1.8,3,6,black_written,1,less than 1 year,0,,,,,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,5,6,2,2,5,6,3,2,Midwest,,,4,6,4,4.666666667,7,7,6,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5d27e4e24ea8d100170b3c61,1
96.255.56.96,442,29,1,0,0,1,4,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,3.375,4.75,3,4,3,1,2,3,3,3,3,2,2.5,3,3.5,2,2.75,2.7,7,7,black_written,1,less than 1 year,0,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,5,5,2,2,4,6,2,3,South,,,1,1,1,1,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",57dab7f721d77800018e42fe,1
208.196.109.232,1457,24,0,1,1,0,5,Republican,6,6,5,4.75,4,4,4,3,3,4,4,3,5,4,4,3.5,3.5,3.5,3.5,3.5,3.8,5,4,black_written,1,2 years,2,0,,6,6,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$61,000-$90,000",3,Bachelor's degree,3,6,5,5,6,4,6,5,5,Midwest,,,4,5,,4.5,3,6,4,4.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66d3c59845843ba746e50d0f,1
75.137.25.14,410,36,1,1,1,0,2,Republican,7,7 Extremely Conservative/Right-Leaning,7 Extremely Conservative/Right-Leaning,3.125,2.875,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,6,black_written,1,7 years,7,1,5,,5,5,5,Guilty,1,3,,3,2 years,2,2,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,5,5,5,6,6,6,6,South,,,6,4,4,4.666666667,6,6,7,6.333333333,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66ba9e693c7ee0b0165df6f3,1
217.180.219.206,549,47,0,1,1,0,5,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,3.75,2.75,2,2,1,1,1,1,2,1,1,1,1.5,1.5,2,1,1.5,1.3,7,7,black_written,1,2 years,2,0,,6,6,NA,0,Not Guilty,0,,7,7,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,Bachelor's degree,3,4,2,1,1,1,4,1,1,Northeast,,,4,4,4,4,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6655eaea43ef7b820b9147ff,1
108.17.57.210,518,35,0,1,1,0,4,Democrat,3,2,3,4.5,3.125,2,2,2,1,2,3,2,2,1,2,1.5,1.5,2,1,1.5,1.9,7,7,black_written,1,2 years,2,0,,6,6,NA,0,Not Guilty,0,,6,6,"I selected ""not guilty""",NA,0,Lower middle class,2,"$61,000-$90,000",3,Bachelor's degree,3,5,6,1,3,4,6,3,2,South,,,4,2,2,2.666666667,6,5,6,5.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5c661b3eb1b0080001bfb2c4,1
102.90.64.252,3266,59,1,0,0,1,6,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,4.125,3.875,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,black_written,1,more than 10 years,11,1,2,,2,2,2,Not Guilty,0,,4,4,3 years,3,3,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,3,3,3,3,3,3,3,3,Northeast,,,4,1,2,2.333333333,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",6630adee12ee83208b95748d,1
97.64.62.169,604,42,0,0,0,1,3,Democrat,4,4,4,2.75,3.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,black_written,1,1 year,1,0,,5,5,2,2,Not Guilty,0,,5,5,2 years,2,2,Lower middle class,2,"$0-$30,000",1,"High school graduate or equivalent (e.g., GED)",2,4,4,4,4,4,4,4,4,Midwest,,,4,6,4,4.666666667,4,4,6,4.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",62e15dfab54f025985de6b5c,1
157.185.70.219,511,55,0,1,1,0,4,Independent,5,5,4,4.75,2.375,2,3,3,2,2,5,5,4,2,4,2.5,3.5,4,2,3,3.2,7,7,black_written,1,1 year,1,1,4,,4,2,2,Guilty,1,5,,5,2 years,2,2,Lower middle class,2,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,4,5,3,5,4,6,6,6,South,,,7,4,7,6,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",66298d28cf36b03b2eb024ad,1
172.59.32.89,629,27,0,1,1,0,5,Republican,5,3,6,4.75,5.375,3,3,3,2,3,2,2,3,2,3,2.5,2,2.5,2,2.25,2.6,5,5,black_written,1,10 years,10,0,,6,6,NA,0,Not Guilty,0,,5,5,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,"High school graduate or equivalent (e.g., GED)",2,6,5,2,2,5,4,5,6,South,,,4,2,2,2.666666667,6,6,6,6,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5f3452d2f5d0b43539dcaa30,1
172.58.126.199,1264,33,1,0,0,1,6,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,4.375,4.25,3,3,3,2,3,2,2,2,2,2,2.5,2,2.5,2,2.25,2.4,6,6,black_written,1,3 years,3,0,,6,6,3,3,Not Guilty,0,,6,6,4 years,4,4,Middle class,3,"$120,000+",5,Master's degree,4,5,6,1,1,1,5,1,5,Midwest,,,5,6,4,5,4,5,6,5,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",668e86635616d0eb6379fe52,1
47.205.9.100,474,36,0,1,1,0,6,Democrat,1,1 Extremely Liberal/Left-Leaning,1 Extremely Liberal/Left-Leaning,1.75,1.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,black_written,1,2 years,2,0,,3,3,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Lower middle class,2,"$31,000-$60,000",2,Bachelor's degree,3,1,5,2,5,5,4,3,5,Northeast,,,6,5,4,5,7,7,7,7,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",596ee36dfe061d00011e3bd4,1
174.30.73.147,539,45,1,1,1,0,3,Other (Please specify),4,4,4,3.75,3,2,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2.3,4,4,black_written,1,5 years,5,0,,4,4,NA,0,Not Guilty,0,,4,4,"I selected ""not guilty""",NA,0,Middle class,3,"$31,000-$60,000",2,Bachelor's degree,3,5,6,1,1,3,6,3,2,South,,,6,4,4,4.666666667,6,7,7,6.666666667,I give my consent for you to use my data,"YES, I feel that I have been adequately debriefed",5c4723041fba0b0001fca7c3,1
